Mission,Mission Size,Radar Mode,Shot Range,Aspect Angle,Quadrant Elevation,Radar-to-Weapon Range,Bore Angle,Munition,Fire Rate,Detection
3,13,90 degree Short range,3331.3304356762515,24.102934711179323,555.5491399233655,19503.80710625055,361.7054695094316,Rocket,Single Fire,0
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,0
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,1
4,13,90 degree Short range,3017.656031696034,14.891851387371387,609.5310540269716,26611.357711719527,1111.0413432255868,Mortar,Volley Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,0
5,13,90 degree Short range,2702.0224941978977,17.708930513139883,1122.9602034606376,9211.501111015723,611.935238066756,Rocket,Single Fire,1
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,1
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,0
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,1
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,0
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,0
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,1
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,1
6,8,360 degree Normal,2361.3380960023424,45.14838732129262,1195.8471073577748,19244.804436488186,1074.2861394165163,Artillery,Single Fire,1
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,0
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,1
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,0
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,1
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,0
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,0
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,1
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,1
7,9,90 degree Short range,5243.205316293755,22.06779195735357,1169.9551068003602,21374.26278980964,2153.506124867819,Mortar,Single Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,0
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,0
8,12,90 degree Normal,2367.3687088048655,37.29048444209301,1013.0110729285287,11607.159777791381,981.9210514905784,Mortar,Volley Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,1
9,7,90 degree Short range,3940.624375407318,38.302587164126514,710.580194777529,19907.963161623473,614.1220725586988,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,0
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
10,13,90 degree Normal,5591.9396983195065,36.161903249367086,752.0667121339122,11873.070813021663,972.5663530975789,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
11,11,90 degree Short range,4628.185791468432,31.811823054672793,1196.910592446423,18984.493958558392,399.8722076195984,Mortar,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
12,7,90 degree Short range,1438.726324921534,18.878161826434415,1061.2424267694573,13955.630580385352,1169.755268111862,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,0
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,0
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
13,10,360 degree Normal,2934.8613989377013,28.023601201406528,870.3791183591419,14660.530026893797,543.474840055455,Artillery,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
14,13,90 degree Short range,3960.1097670190275,49.0437176624466,837.8279167327421,21197.858701032874,1420.0780630569163,Mortar,Single Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,0
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,0
15,12,90 degree Normal,4392.384864845707,27.472361227502063,1080.2604824925265,23376.791069479077,378.4044083135874,Mortar,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,1
16,7,90 degree Short range,3229.0303393643594,27.61560803463261,1087.7907839590289,19110.161290698372,50.049577305242025,Artillery,Volley Fire,0
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,0
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,1
17,8,90 degree Short range,5020.315126638359,26.13208245270524,1201.5635047280696,17791.646730627523,295.1252982248249,Mortar,Volley Fire,0
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,0
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
18,11,90 degree Normal,3318.242983743645,22.04790872782789,1176.9069602493805,18340.424129341263,848.4928508929783,Mortar,Volley Fire,1
19,5,360 degree Normal,4404.509195543136,32.55855442410295,700.448351921007,24340.534523416463,654.4466719315845,Mortar,Volley Fire,1
19,5,360 degree Normal,4404.509195543136,32.55855442410295,700.448351921007,24340.534523416463,654.4466719315845,Mortar,Volley Fire,0
19,5,360 degree Normal,4404.509195543136,32.55855442410295,700.448351921007,24340.534523416463,654.4466719315845,Mortar,Volley Fire,1
19,5,360 degree Normal,4404.509195543136,32.55855442410295,700.448351921007,24340.534523416463,654.4466719315845,Mortar,Volley Fire,1
19,5,360 degree Normal,4404.509195543136,32.55855442410295,700.448351921007,24340.534523416463,654.4466719315845,Mortar,Volley Fire,1
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,0
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,1
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,1
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,1
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,1
20,6,90 degree Short range,2571.6283536665915,48.921769901415026,992.1935808792941,16080.889129492718,1287.6581652298926,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,0
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,0
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,0
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
21,13,90 degree Short range,4335.141399974629,88.94884948471343,717.9700173485139,25754.733721302822,1960.6415006794568,Artillery,Single Fire,1
22,11,90 degree Short range,7060.624993587569,52.87542599217811,1237.3214815227134,21618.533659558285,2444.9536700403078,Mortar,Single Fire,1
22,11,90 degree Short range,7060.624993587569,52.87542599217811,1237.3214815227134,21618.533659558285,2444.9536700403078,Mortar,Single Fire,1
